ID,firstName,lastName,name,email,domainId,type,status,isHost,createdAt,updatedAt,picture,lastLogin,lastJoin,picture_small,picture_medium,passwordStatus,publicId,source,integrationSource,syncUser,isTrialStarted,isInvited
326,326Name,326lastname,326fullName,2fd4230e9d2644e2a4cd0f44e27ad006@foo.com,1,TRIAL,REGISTERED,1,3/1/2021 7:20,5/13/2022 7:54,https://s.gravatar.com/avatar/ae18a3d6f49de6ff67a7d367cabda867?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Far.png,5/13/2022 7:51,5/13/2022 7:54,,,VALID,3d6aa24d-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
328,328Name,328lastname,328fullName,d7e63e5b7037481e8d2b303925a715df@qux.com,1,TRIAL,REGISTERED,1,3/1/2021 10:32,7/16/2021 14:15,https://s.gravatar.com/avatar/6d958bd451903a07444fbdd92c4d354a?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Far.png,6/2/2021 8:34,6/2/2021 10:17,,,VALID,3d6aa39c-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
330,330Name,330lastname,330fullName,a1c016a0f39b4118b687b0bc0d04df0b@foo.com,1,GROUP_ADMIN,REGISTERED,1,3/1/2021 17:29,9/15/2023 11:53,,9/15/2023 8:51,9/15/2023 11:53,,,VALID,3d6aa4e1-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
331,331Name,331lastname,331fullName,74e94e3afca04fcb9e81e65fce082439@qux.com,3,ENTERPRISE,REGISTERED,1,3/1/2021 19:15,10/4/2023 8:05,images/profile/DGDC6_1628001530634.jpg,10/4/2023 4:48,10/4/2023 8:05,image-thumbnails/profile/small_DGDC6_1628001530634.jpg,image-thumbnails/profile/medium_DGDC6_1628001530634.jpg,VALID,3d6aa576-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
332,332Name,332lastname,332fullName,f7e0059d7d8242dba8f00ecc064dd136@baz.org,1,TRIAL,GUEST,0,3/1/2021 19:16,1/10/2022 8:28,https://lh5.googleusercontent.com/-ORzlhFSVj8o/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnzEYWdYpEA9lIFKONRXc6U9l4VLA/s96-c/photo.jpg,3/30/2021 12:12,3/30/2021 12:13,,,VALID,3d6aa61d-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,0,0
333,333Name,333lastname,333fullName,bcd7178013c54af8a6ac25a35fbdda72@xyzzy.com,1,TRIAL,REGISTERED,0,3/2/2021 7:37,10/28/2021 10:02,https://s.gravatar.com/avatar/f663a9c1ffce3122485fc4ee37ca78eb?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Fhg.png,10/28/2021 9:50,10/28/2021 10:02,,,VALID,3d6aa6bc-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
334,334Name,334lastname,334fullName,a243b022374f4b3686323ebaf718cfa0@corge.com,3,ENTERPRISE,REGISTERED,1,3/2/2021 7:40,10/4/2023 14:06,images/profile/2F0WZ_1693562870092.jpg,10/3/2023 10:03,10/4/2023 14:06,image-thumbnails/profile/small_2F0WZ_1693562870092.jpg,image-thumbnails/profile/medium_2F0WZ_1693562870092.jpg,VALID,3d6aa755-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
338,338Name,338lastname,338fullName,c4098735972b457890078d6f088d21ba@fred.com,3,ENTERPRISE,REGISTERED,1,3/2/2021 12:45,10/4/2023 8:24,images/profile/7RwL7Bhsaq.jpg,10/4/2023 5:59,10/4/2023 8:24,image-thumbnails/profile/small_7RwL7Bhsaq.jpg,image-thumbnails/profile/medium_7RwL7Bhsaq.jpg,VALID,3d6aa89f-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
341,341Name,341lastname,341fullName,241b5eb0c5ab43c798bb3d8badb5565d@xyzzy.com,3,ENTERPRISE,REGISTERED,0,3/3/2021 14:30,10/25/2021 13:31,images/profile/AKEFB_1635168711510.JPG,10/25/2021 13:30,10/25/2021 13:30,image-thumbnails/profile/small_AKEFB_1635168711510.jpg,image-thumbnails/profile/medium_AKEFB_1635168711510.jpg,VALID,3d6aaa03-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
342,342Name,342lastname,342fullName,f30cdfe944be492d91da6dc61c21896e@waldo.com,2,ENTERPRISE,GUEST,0,3/3/2021 14:32,1/10/2022 8:28,https://lh3.googleusercontent.com/a-/AOh14GhsYy6Enylf2C1ePMnHI9Ic8zXCdXWB3-QK7j5k=s96-c,,3/3/2021 14:32,,,VALID,3d6aab22-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,0,0
344,344Name,344lastname,344fullName,840341e4be674c11b23ad37c681ec873@qux.com,3,ENTERPRISE,REGISTERED,1,3/3/2021 14:32,7/16/2021 14:15,https://lh3.googleusercontent.com/a-/AOh14Gg9OnrARC25gSyXDlm05KspTImeQsm9OCspBqro=s96-c,7/9/2021 6:00,7/9/2021 6:00,,,VALID,3d6aac5a-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
346,346Name,346lastname,346fullName,97ea807bec234d1cbf254216435e540e@bar.com,1,TRIAL,REGISTERED,1,3/4/2021 6:26,3/18/2022 16:24,https://lh6.googleusercontent.com/-CMXCXdqA0yw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckNwJ0K1MTgTrArnbXWF5YYO4a0fg/s96-c/photo.jpg,3/18/2022 8:47,3/18/2022 16:24,,,VALID,3d6aae1b-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
349,349Name,349lastname,349fullName,75cfe35db25842b5baa1e8f3db06665b@plugh.com,3,ENTERPRISE,REGISTERED,1,3/4/2021 9:08,12/9/2021 10:07,https://lh4.googleusercontent.com/-8DXl5RoaWs4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckyHyjwfUa7YEpY17FdKOU2FsnIgw/s96-c/photo.jpg,12/9/2021 10:07,12/9/2021 10:07,,,VALID,3d6aaff9-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
353,353Name,353lastname,353fullName,5d720700ec4c4589a2ebf8276397a8a1@xyzzy.com,1,TRIAL,REGISTERED,0,3/4/2021 17:32,7/16/2021 14:15,https://s.gravatar.com/avatar/e05dc7347cb17682c00f961a4774fd1d?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Fna.png,,,,,VALID,3d6ab092-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
354,354Name,354lastname,354fullName,7ead8e3b18604bf1bbe082c0f4a7f503@quux.com,1,TRIAL,REGISTERED,0,3/4/2021 17:51,7/16/2021 14:15,https://s.gravatar.com/avatar/40a3b492fdad6f27a7da4542c3015237?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Fnn.png,3/4/2021 17:51,,,,VALID,3d6ab131-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
356,356Name,356lastname,356fullName,edcde68765b54ee6b8ded1fdde87931b@corge.com,1,TRIAL,REGISTERED,0,3/5/2021 6:05,10/11/2021 11:46,https://lh3.googleusercontent.com/a-/AOh14GjnyD4hnEcPQS0ZPTI4zGadF-hIws1Ugq3-bdLYVA=s96-c,8/17/2021 6:12,8/13/2021 5:59,,,VALID,3d6ab1e4-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
357,357Name,357lastname,357fullName,aa0cdecf020e46b28ecf8ad6c0ab6ea8@corge.com,1,TRIAL,REGISTERED,1,3/5/2021 6:08,4/4/2022 13:18,https://lh6.googleusercontent.com/-N0HkMUqtLsA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmmeFfOtAgg9Pf352HZP087SIGsVA/s96-c/photo.jpg,2/1/2022 7:22,4/4/2022 13:18,,,VALID,3d6ab282-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
358,358Name,358lastname,358fullName,71f6de66f26b471c983b95b9837b2118@grault.com,1,GROUP_ADMIN,REGISTERED,1,3/5/2021 6:28,8/26/2021 15:19,,8/26/2021 15:19,8/4/2021 21:24,,,VALID,3d6ab326-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
363,363Name,363lastname,363fullName,d3c289edd8784d6a85ec2b0dafdaf271@xyzzy.com,1,SUB_ACCOUNT,INVITED,0,3/5/2021 10:52,4/18/2022 16:25,,,,,,VALID,3d6ab3c6-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,1,0,0
364,364Name,364lastname,364fullName,508c96b12c024616b3d706471745d4dc@foo.am,1,SUB_ACCOUNT,INVITED,0,3/5/2021 10:57,4/18/2022 16:25,,,,,,VALID,3d6ab466-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,1,0,0
367,367Name,367lastname,367fullName,cf7fce95731f48ada0d36cbedae5b82d@qux.com,1,SUB_ACCOUNT,INVITED,0,3/5/2021 12:10,4/18/2022 16:25,,,,,,VALID,3d6ab643-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,1,0,0
368,368Name,368lastname,368fullName,e85340857fe5487583667df10993e128@qux.com,1,SUB_ACCOUNT,INVITED,0,3/5/2021 15:27,4/18/2022 16:25,,,,,,VALID,3d6ab6db-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,1,0,0
369,369Name,369lastname,369fullName,62ab9fac55f14e36803cd434b7163424@foo.com,1,SUB_ACCOUNT,INVITED,0,3/5/2021 15:27,4/18/2022 16:25,,,,,,VALID,3d6ab775-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,1,0,0
370,370Name,370lastname,370fullName,9cbc90be872c476f9682c056e95dc8b5@grault.com,1,SUB_ACCOUNT,INVITED,0,3/5/2021 15:30,4/18/2022 16:25,,,,,,VALID,3d6ab80b-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,1,0,0
371,371Name,371lastname,371fullName,cc9564f07e9246b3981f76fcefaa9ed4@foo.com,1,TRIAL,GUEST,0,3/5/2021 18:08,1/10/2022 8:28,https://lh3.googleusercontent.com/a-/AOh14GjiWgZW-BPIlOvf0hxpY5K2yIFi4gLL4qULO5si0Q=s96-c,,3/5/2021 18:33,,,VALID,3d6ab89d-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,0,0
372,372Name,372lastname,372fullName,04ac26bb30394914adaa7dcc38ff838e@baz.org,1,TRIAL,GUEST,0,3/5/2021 18:09,1/10/2022 8:28,https://lh3.googleusercontent.com/a-/AOh14GgLTIXHtMqWNS-4Poc9VCxDdwLs8yUa4uwxD4jGbg=s96-c,,3/5/2021 18:09,,,VALID,3d6ab93b-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,0,0
373,373Name,373lastname,373fullName,a054ca28e17e42acaafdf4a801a0d50c@foo.am,1,TRIAL,GUEST,0,3/5/2021 18:09,1/10/2022 8:28,https://lh5.googleusercontent.com/-5AluLcZOs-w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucklp84DzdO4fhNtLBaehmiBT2MAlw/s96-c/photo.jpg,,3/5/2021 18:33,,,VALID,3d6ab9d4-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,0,0
374,374Name,374lastname,374fullName,90540a383f954341989b64ba7982aa20@baz.org,2,ENTERPRISE,GUEST,0,3/5/2021 18:27,1/10/2022 8:28,https://lh3.googleusercontent.com/a-/AOh14GgJAq9BKHuujxHXu04X8QEJGYCrsYrpk0offgOX=s96-c,7/6/2021 14:07,7/6/2021 14:09,,,VALID,3d6aba6e-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,0,0
376,376Name,376lastname,376fullName,1f67861ec0eb4219b5b16d55df0b1200@thud.com,3,ENTERPRISE,GUEST,0,3/8/2021 12:31,1/10/2022 8:28,https://lh4.googleusercontent.com/-yE317PyCRyA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmDcIbvg8Z9PPLDkusX2oyzM01C5g/s96-c/photo.jpg,,,,,VALID,3d6abb0a-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,0,0
378,378Name,378lastname,378fullName,def1a66879d04d1ab03dd411a5097539@foo.com,1,TRIAL,REGISTERED,0,3/8/2021 14:53,7/16/2021 14:15,https://s.gravatar.com/avatar/43fbde6bb3e86c72589dac99afb201e6?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Fna.png,,,,,VALID,3d6abba3-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
379,379Name,379lastname,379fullName,3310d6d3b7264625a2bfe948da115aa1@foo.com,1,TRIAL,REGISTERED,0,3/9/2021 9:24,7/16/2021 14:15,https://s.gravatar.com/avatar/65270a1ba4d5376b179dfe4e94227c0d?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Far.png,,,,,VALID,3d6abc3c-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
380,380Name,380lastname,380fullName,9e309bd708b04ea4b670bcebb804ccc8@bar.com,1,TRIAL,REGISTERED,0,3/9/2021 9:30,7/16/2021 14:15,https://s.gravatar.com/avatar/51a80b0fa38d10147e37b307124ceeb4?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Far.png,,,,,VALID,3d6abcd3-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
381,381Name,381lastname,381fullName,fba601a3228a4a9681f63e57ceb7888f@bar.com,1,TRIAL,REGISTERED,0,3/9/2021 9:33,7/16/2021 14:15,https://s.gravatar.com/avatar/ffb1a30d6b1a96683df6303313222205?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Far.png,,,,,VALID,3d6abf1a-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,1,0
382,382Name,382lastname,382fullName,dfe0177bae914527a6bdf5a43660154c@baz.org,1,TRIAL,GUEST,0,3/9/2021 12:14,1/10/2022 8:28,https://s.gravatar.com/avatar/80eb76f533d10807dbcdfe137e57acba?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Far.png,,,,,VALID,3d6abfbf-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,0,0
383,383Name,383lastname,383fullName,5105991c5dea4d6287687b4ef876a6e8@garply.com,1,TRIAL,GUEST,0,3/9/2021 12:16,1/10/2022 8:28,https://s.gravatar.com/avatar/c892c96251ea4bbdbc7c3cd7e90b348d?s=480&r=pg&d=https%3A%2F%2Fcdn.auth0.com%2Favatars%2Far.png,,,,,VALID,3d6ac055-e640-11eb-b0ea-0a63f66d60dd,HOST_VIEW,,0,0,0
